Rank,name,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,ROI_per_annum,ROI_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Gross_DD_Percent,Net_DD_Percent,Capital_At_Net_DD,Performance_Grade,Deployment_Status,Score,Data_Source,Time_Period,Time_Start,Time_End,Fees_Exchange,Candle_Period,Parameters
149,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",XRPUSDT,4h,10000,12298.09,2298.09,3.38,22.98,618,132,486,21.36,1.0,1.25,0.3383,91.19,1.88,9811.89,B,Active,25.64,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
150,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",SOLUSDT,4h,10000,12040.88,2040.88,3.37,20.41,547,118,429,21.57,1.02,1.15,0.2992,71.03,43.48,5652.44,B,Active,24.85,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
151,ADX_Volume_Break,"ADX_Trend, Volume_Spike, Breakout_20, EMA_Cross",DOTUSDT,4h,10000,11597.19,1597.19,2.69,15.97,656,128,528,19.51,1.01,1.23,0.3218,75.98,3.11,9688.81,B,Active,22.3,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.0%"
152,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",ADAUSDT,4h,10000,11736.85,1736.85,2.61,17.37,824,153,671,18.57,1.0,1.37,0.3209,81.79,0.0,10000.0,B,Active,22.56,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
153,Volume_EMA_Stochastic_ADX,"Volume_Spike, EMA_Cross, Stochastic, ADX_Trend, Trend_MA50",ADAUSDT,4h,10000,11594.17,1594.17,2.41,15.94,657,109,548,16.59,1.01,1.24,0.3343,75.09,12.04,8795.97,B,Active,21.42,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=1.0%"
154,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",LTCUSDT,4h,10000,11380.13,1380.13,2.1,13.8,415,103,312,24.82,1.01,1.01,0.3095,76.84,2.51,9749.37,B,Active,23.03,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
155,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",AVAXUSDT,4h,10000,11143.79,1143.79,1.99,11.44,573,125,448,21.82,1.0,1.2,0.4011,76.37,62.58,3742.1,B,Active,21.15,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=2.0%, TP=15.0%, TS=2.5%"
156,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",LTCUSDT,4h,10000,11231.96,1231.96,1.89,12.32,218,60,158,27.52,1.01,0.79,0.3729,63.31,3.68,9631.92,B,Active,23.33,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
157,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",ADAUSDT,4h,10000,11224.33,1224.33,1.87,12.24,725,135,590,18.62,1.0,1.24,0.2661,80.07,0.12,9987.63,B,Active,20.52,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
158,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",BTCUSDT,4h,10000,11064.21,1064.21,1.64,10.64,527,128,399,24.29,1.02,1.09,0.194,56.89,39.11,6088.65,B,Active,21.73,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
159,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",LINKUSDT,4h,10000,11036.11,1036.11,1.6,10.36,778,281,497,36.12,1.0,1.29,0.2377,82.51,4.62,9538.01,B,Active,25.0,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=5.0%, TS=2.5%"
160,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",XRPUSDT,4h,10000,10926.07,926.07,1.43,9.26,327,55,272,16.82,1.01,0.9,0.3778,85.48,26.95,7305.35,C,Monitor,18.81,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
161,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",DOTUSDT,4h,10000,10720.9,720.9,1.25,7.21,460,127,333,27.61,1.0,1.04,0.3429,82.16,29.78,7021.54,C,Monitor,21.2,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
162,MACD_Breakout,"MACD_Cross, Breakout_20, Volume_Spike, ADX_Trend",SOLUSDT,4h,10000,10394.34,394.34,0.69,3.94,502,144,358,28.69,1.0,1.04,0.3222,71.96,38.56,6144.33,C,Monitor,20.22,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.5%"
163,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",DOTUSDT,4h,10000,10354.32,354.32,0.63,3.54,509,90,419,17.68,1.0,1.1,0.3898,88.38,47.33,5266.88,C,Monitor,16.74,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
164,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",DOTUSDT,4h,10000,9904.27,-95.73,-0.17,-0.96,536,73,463,13.62,1.0,1.03,0.3126,81.76,25.48,7452.41,D,Monitor,13.7,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.0%"
165,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",LINKUSDT,4h,10000,9685.02,-314.98,-0.51,-3.15,395,77,318,19.49,1.0,0.91,0.3575,92.29,11.36,8863.51,D,Monitor,14.58,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
166,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",LTCUSDT,4h,10000,9585.28,-414.72,-0.68,-4.15,402,103,299,25.62,1.0,0.92,0.3513,82.97,21.15,7885.21,D,Monitor,16.01,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=2.5%"
167,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",XRPUSDT,4h,10000,9475.59,-524.41,-0.86,-5.24,593,155,438,26.14,1.0,1.13,0.3493,91.02,50.94,4905.65,D,Monitor,15.73,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
168,MACD_Breakout,"MACD_Cross, Breakout_20, Volume_Spike, ADX_Trend",DOTUSDT,4h,10000,9421.32,-578.68,-1.06,-5.79,472,131,341,27.75,0.99,0.9,0.254,77.86,51.26,4874.01,D,Monitor,15.95,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.5%"
169,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",LTCUSDT,4h,10000,9305.42,-694.58,-1.15,-6.95,479,89,390,18.58,1.0,1.01,0.3699,85.06,6.95,9305.42,D,Monitor,12.78,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
170,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",LTCUSDT,4h,10000,9206.07,-793.93,-1.32,-7.94,546,132,414,24.18,0.99,0.9,0.1779,52.48,35.03,6496.57,D,Monitor,13.95,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
171,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",DOTUSDT,4h,10000,9229.99,-770.01,-1.42,-7.7,532,103,429,19.36,0.99,0.91,0.2091,71.89,38.46,6153.79,D,Monitor,12.64,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
172,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",LTCUSDT,4h,10000,8852.37,-1147.63,-1.94,-11.48,464,136,328,29.31,1.0,0.91,0.2891,89.02,11.48,8852.37,D,Monitor,14.17,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
173,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",DOTUSDT,4h,10000,8702.82,-1297.18,-2.46,-12.97,685,126,559,18.39,0.99,1.08,0.2769,86.49,21.07,7893.11,D,Monitor,10.28,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
174,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",DOTUSDT,4h,10000,8329.21,-1670.79,-3.22,-16.71,505,122,383,24.16,0.99,0.91,0.2994,83.21,21.29,7871.06,D,Monitor,10.5,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=2.0%, TP=15.0%, TS=2.5%"
175,ADX_Volume_Break,"ADX_Trend, Volume_Spike, Breakout_20, EMA_Cross",ADAUSDT,4h,10000,8068.39,-1931.61,-3.39,-19.32,820,150,670,18.29,0.99,1.15,0.2698,86.94,20.14,7986.16,D,Monitor,7.71,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=15.0%, TS=1.0%"
176,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",LTCUSDT,4h,10000,7966.26,-2033.74,-3.59,-20.34,508,68,440,13.39,0.99,0.83,0.242,72.98,27.1,7289.87,D,Monitor,5.74,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.0%"
177,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",LTCUSDT,4h,10000,7632.51,-2367.49,-4.25,-23.67,462,130,332,28.14,0.99,0.77,0.2377,80.37,23.67,7632.51,D,Monitor,8.87,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
178,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",SOLUSDT,4h,10000,7732.66,-2267.34,-4.48,-22.67,520,117,403,22.5,0.99,1.06,0.4413,83.47,51.74,4825.9,D,Monitor,7.62,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
179,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",LINKUSDT,4h,10000,6902.14,-3097.86,-5.79,-30.98,713,161,552,22.58,0.99,0.97,0.2366,89.64,30.98,6902.14,D,Monitor,4.32,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
180,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",AVAXUSDT,4h,10000,7142.4,-2857.6,-5.95,-28.58,557,148,409,26.57,0.99,0.91,0.2894,74.09,47.58,5242.1,D,Monitor,6.41,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
181,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",LTCUSDT,4h,10000,6405.77,-3594.23,-6.91,-35.94,331,75,256,22.66,0.98,0.66,0.3322,84.72,35.94,6405.77,D,Monitor,2.26,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
182,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",AVAXUSDT,4h,10000,6678.26,-3321.74,-7.09,-33.22,506,115,391,22.73,0.98,0.75,0.2314,74.98,41.83,5817.34,D,Monitor,3.34,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=2.0%, TP=10.0%, TS=1.5%"
183,Aggressive_Entry,"Breakout_20, Volume_Spike, MACD_Cross, ADX_Trend",AVAXUSDT,4h,10000,6535.93,-3464.07,-7.45,-34.64,533,111,422,20.83,0.95,0.65,0.1624,76.81,57.71,4229.35,D,Monitor,1.91,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=0.5%"
184,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",XRPUSDT,4h,10000,5977.72,-4022.28,-7.94,-40.22,636,105,531,16.51,0.99,0.98,0.3314,95.26,55.48,4452.46,D,Monitor,-1.23,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
185,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",XRPUSDT,4h,10000,5954.88,-4045.12,-8.0,-40.45,373,82,291,21.98,0.99,0.73,0.3647,87.15,40.45,5954.88,D,Monitor,0.27,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=3.0%"
186,Breakout_Volume_Pro,"Breakout_20, Volume_Spike, EMA_Cross",DOTUSDT,4h,10000,5473.81,-4526.19,-10.23,-45.26,797,227,570,28.48,0.97,0.83,0.1722,77.29,50.1,4990.13,D,Monitor,0.14,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=1.5%"
187,EMA_Breakout_Pro,"EMA_Cross, Breakout_20, Volume_Spike",DOTUSDT,4h,10000,5473.81,-4526.19,-10.23,-45.26,797,227,570,28.48,0.97,0.83,0.1722,77.29,50.1,4990.13,D,Monitor,0.14,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
188,Breakout_Volume_Pro,"Breakout_20, Volume_Spike, EMA_Cross",LTCUSDT,4h,10000,5109.26,-4890.74,-10.24,-48.91,859,243,616,28.29,0.98,0.82,0.1549,87.33,50.51,4948.76,D,Monitor,-1.3,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=3.0%, TP=15.0%, TS=1.5%"
189,EMA_Breakout_Pro,"EMA_Cross, Breakout_20, Volume_Spike",LTCUSDT,4h,10000,5109.26,-4890.74,-10.24,-48.91,859,243,616,28.29,0.98,0.82,0.1549,87.33,50.51,4948.76,D,Monitor,-1.3,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=5.0%, TP=15.0%, TS=1.5%"
190,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",SOLUSDT,4h,10000,5018.55,-4981.45,-11.58,-49.81,796,143,653,17.96,0.98,1.05,0.3068,91.65,73.39,2660.65,D,Monitor,-4.72,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
191,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",AVAXUSDT,4h,10000,4980.02,-5019.98,-11.93,-50.2,656,112,544,17.07,0.99,0.88,0.285,95.72,55.4,4460.35,D,Monitor,-5.04,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
192,Breakout_Volume_ADX,"Breakout_20, Volume_Spike, ADX_Trend, Supertrend, VWAP",ADAUSDT,4h,10000,4407.23,-5592.77,-12.35,-55.93,683,116,567,16.98,0.99,0.86,0.2675,97.23,68.92,3108.04,D,Monitor,-7.38,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
193,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",DOTUSDT,4h,10000,4605.79,-5394.21,-12.96,-53.94,592,105,487,17.74,0.98,0.47,0.1114,90.41,57.15,4285.31,D,Monitor,-6.49,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
194,Breakout_Thermo,"Breakout_20, Volume_Spike, ADX_Trend, Trend_MA50",LTCUSDT,4h,10000,4192.96,-5807.04,-13.05,-58.07,697,135,562,19.37,0.97,0.57,0.1304,90.01,58.07,4192.96,D,Monitor,-7.7,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=1.0%, TP=15.0%, TS=3.0%"
195,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",LTCUSDT,4h,10000,3827.13,-6172.87,-14.31,-61.73,521,135,386,25.91,0.96,0.37,0.1113,88.77,61.73,3827.13,D,Monitor,-7.32,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.0%, TP=15.0%, TS=2.5%"
196,MACD_Breakout,"MACD_Cross, Breakout_20, Volume_Spike, ADX_Trend",AVAXUSDT,4h,10000,4209.43,-5790.57,-14.58,-57.91,487,129,358,26.49,0.93,0.35,0.1053,81.22,66.29,3370.81,D,Monitor,-5.95,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.5%"
197,Breakout_VWAP,"Breakout_20, VWAP, Volume_Spike, MACD_Cross",AVAXUSDT,4h,10000,3559.67,-6440.33,-17.15,-64.4,240,52,188,21.67,0.88,-0.19,-0.0933,81.36,66.88,3311.83,D,Monitor,-10.44,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=1.5%, TP=15.0%, TS=2.5%"
198,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",LTCUSDT,4h,10000,3046.29,-6953.71,-17.4,-69.54,599,110,489,18.36,0.95,0.07,0.0145,88.68,69.54,3046.29,D,Monitor,-12.85,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,4h,"SL=2.5%, TP=10.0%, TS=1.0%"
199,Breakout_Hunter,"Breakout_20, Volume_Spike, MACD_Cross, Supertrend",AVAXUSDT,4h,10000,2978.0,-7022.0,-19.8,-70.22,586,77,509,13.14,0.94,0.36,0.1072,88.06,73.33,2667.25,D,Monitor,-14.73,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=4.0%, TP=15.0%, TS=1.0%"
200,VWAP_Momentum_Pro,"VWAP, EMA_Cross, MACD_Cross, Volume_Spike",AVAXUSDT,4h,10000,2769.66,-7230.34,-20.85,-72.3,548,144,404,26.28,0.93,0.34,0.1086,84.67,73.37,2663.16,D,Monitor,-11.7,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,4h,"SL=3.0%, TP=10.0%, TS=2.5%"
